5.833500e+002,1.202000e+001,5.840800e+002,1.242000e+001
5.464700e+002,6.753000e+001,5.470000e+002,6.763000e+001
5.308400e+002,7.332000e+001,5.310500e+002,7.245000e+001
6.194200e+002,8.160000e+001,6.199500e+002,8.175000e+001
6.194200e+002,8.160000e+001,6.199500e+002,8.175000e+001
4.721900e+002,1.099600e+002,4.727500e+002,1.098300e+002
4.721900e+002,1.099600e+002,4.727500e+002,1.098300e+002
4.744600e+002,1.151400e+002,4.752600e+002,1.150600e+002
9.883000e+001,1.165500e+002,9.971000e+001,1.161300e+002
4.981900e+002,1.247700e+002,4.984400e+002,1.249000e+002
5.266000e+002,1.322900e+002,5.273000e+002,1.323000e+002
3.835800e+002,1.420300e+002,3.836700e+002,1.420800e+002
3.789300e+002,1.482000e+002,3.793500e+002,1.480000e+002
4.749600e+002,1.489500e+002,4.753700e+002,1.488400e+002
4.878200e+002,1.540400e+002,4.875000e+002,1.537300e+002
5.107900e+002,1.574700e+002,5.107200e+002,1.574100e+002
6.035300e+002,1.692800e+002,6.040000e+002,1.694500e+002
3.784800e+002,1.745400e+002,3.785200e+002,1.740900e+002
5.782200e+002,1.820800e+002,5.780800e+002,1.825300e+002
5.737300e+002,1.847800e+002,5.746500e+002,1.847000e+002
6.180600e+002,1.865800e+002,6.180400e+002,1.863000e+002
5.464500e+002,1.886800e+002,5.477500e+002,1.883500e+002
5.927900e+002,1.891100e+002,5.930500e+002,1.892900e+002
6.354300e+002,1.897200e+002,6.348000e+002,1.894900e+002
1.978600e+002,1.971200e+002,1.939500e+002,1.975800e+002
5.559300e+002,1.995300e+002,5.560000e+002,2.001200e+002
5.658800e+002,2.001200e+002,5.657800e+002,1.999000e+002
5.689800e+002,2.020000e+002,5.693900e+002,2.018600e+002
5.643300e+002,2.025400e+002,5.650900e+002,2.023800e+002
5.723800e+002,2.035500e+002,5.723300e+002,2.037400e+002
5.579600e+002,2.061700e+002,5.581800e+002,2.063200e+002
5.579600e+002,2.061700e+002,5.581800e+002,2.063200e+002
6.226700e+002,2.071500e+002,6.226000e+002,2.075900e+002
6.191200e+002,2.093800e+002,6.190500e+002,2.096800e+002
6.191200e+002,2.093800e+002,6.190500e+002,2.096800e+002
6.027500e+002,2.121600e+002,6.029900e+002,2.122800e+002
5.794100e+002,2.160400e+002,5.797500e+002,2.159900e+002
5.883400e+002,2.172800e+002,5.886600e+002,2.172100e+002
6.035200e+002,2.188000e+002,6.044500e+002,2.188900e+002
4.799800e+002,2.206400e+002,4.803200e+002,2.205100e+002
5.484400e+002,2.251800e+002,5.484900e+002,2.260300e+002
4.617300e+002,2.265600e+002,4.615300e+002,2.263300e+002
2.032200e+002,2.447400e+002,2.031600e+002,2.444800e+002
4.834000e+002,2.491300e+002,4.843900e+002,2.489100e+002
2.354300e+002,2.509900e+002,2.359000e+002,2.507300e+002
1.629800e+002,2.582200e+002,1.631700e+002,2.576400e+002
4.432300e+002,2.619100e+002,4.426300e+002,2.624400e+002
3.890900e+002,2.732700e+002,3.884400e+002,2.734600e+002
3.402400e+002,2.836200e+002,3.402100e+002,2.833500e+002
2.775900e+002,2.839000e+002,2.772300e+002,2.833100e+002
1.549300e+002,2.916600e+002,1.545300e+002,2.906200e+002
4.795400e+002,2.918500e+002,4.800600e+002,2.916800e+002
1.595100e+002,3.029900e+002,1.595000e+002,3.027100e+002
1.595100e+002,3.029900e+002,1.595000e+002,3.027100e+002
4.496000e+001,3.311100e+002,4.627000e+001,3.314900e+002
5.678900e+002,3.311500e+002,5.679300e+002,3.312200e+002
5.678900e+002,3.311500e+002,5.679300e+002,3.312200e+002
2.029300e+002,3.414800e+002,2.029100e+002,3.411700e+002
2.070700e+002,3.435900e+002,2.068600e+002,3.430400e+002
1.385200e+002,3.442000e+002,1.379400e+002,3.440600e+002
1.198900e+002,3.450100e+002,1.198500e+002,3.443700e+002
2.006200e+002,3.484300e+002,2.006400e+002,3.480600e+002
1.788300e+002,3.500900e+002,1.790700e+002,3.499900e+002
1.086000e+002,3.512500e+002,1.086800e+002,3.507500e+002
1.086000e+002,3.512500e+002,1.086800e+002,3.507500e+002
1.726600e+002,3.536800e+002,1.720000e+002,3.529000e+002
2.429900e+002,3.594200e+002,2.440800e+002,3.598900e+002
9.347000e+001,3.715300e+002,9.405000e+001,3.706500e+002
6.931000e+001,3.861200e+002,6.976000e+001,3.854000e+002
1.189400e+002,3.903100e+002,1.187100e+002,3.896500e+002
1.746400e+002,3.925800e+002,1.716000e+002,3.943200e+002
5.655000e+001,4.342300e+002,5.644000e+001,4.337000e+002
5.147300e+002,1.459000e+001,5.153900e+002,1.436000e+001
5.263500e+002,3.978000e+001,5.273700e+002,3.950000e+001
5.352500e+002,6.094000e+001,5.357600e+002,6.118000e+001
4.149000e+002,6.705000e+001,4.148800e+002,6.711000e+001
4.149000e+002,6.705000e+001,4.148800e+002,6.711000e+001
5.248700e+002,1.469400e+002,5.259800e+002,1.467500e+002
4.000400e+002,1.508600e+002,4.002400e+002,1.505300e+002
5.852800e+002,1.632500e+002,5.857900e+002,1.632200e+002
3.058600e+002,1.658200e+002,3.065000e+002,1.655200e+002
5.940000e+002,1.704000e+002,5.937200e+002,1.706100e+002
5.855400e+002,1.780400e+002,5.860500e+002,1.780400e+002
3.826100e+002,1.797500e+002,3.832100e+002,1.796500e+002
5.600400e+002,1.913100e+002,5.607000e+002,1.911000e+002
5.680800e+002,2.049900e+002,5.685100e+002,2.053300e+002
2.578800e+002,2.075200e+002,2.585100e+002,2.071400e+002
5.680200e+002,2.092800e+002,5.683800e+002,2.093400e+002
2.641700e+002,2.130000e+002,2.624500e+002,2.113900e+002
6.080900e+002,2.161800e+002,6.090700e+002,2.159900e+002
5.557400e+002,2.190800e+002,5.562900e+002,2.191500e+002
5.998500e+002,2.215300e+002,5.998300e+002,2.220400e+002
4.756200e+002,2.260500e+002,4.759900e+002,2.259200e+002
2.540700e+002,2.281100e+002,2.539500e+002,2.282100e+002
4.918000e+002,2.412000e+002,4.909600e+002,2.413800e+002
2.422300e+002,2.445100e+002,2.424900e+002,2.443700e+002
2.550400e+002,2.504100e+002,2.552500e+002,2.499500e+002
4.582800e+002,2.577100e+002,4.579300e+002,2.576700e+002
1.578600e+002,2.696000e+002,1.574700e+002,2.691800e+002
3.632100e+002,2.891600e+002,3.634800e+002,2.891100e+002
3.563700e+002,2.962900e+002,3.564600e+002,2.961100e+002
4.391100e+002,2.974000e+002,4.389400e+002,2.971200e+002
1.212000e+001,3.019900e+002,1.015000e+001,3.019500e+002
2.097800e+002,3.418700e+002,2.098600e+002,3.413800e+002
1.201200e+002,3.490900e+002,1.199300e+002,3.482700e+002
1.873300e+002,3.495800e+002,1.876700e+002,3.492700e+002
1.873300e+002,3.495800e+002,1.876700e+002,3.492700e+002
1.746700e+002,3.638300e+002,1.738500e+002,3.631400e+002
8.474000e+001,3.662000e+002,8.469000e+001,3.657000e+002
1.148800e+002,3.670000e+002,1.147200e+002,3.663900e+002
9.314000e+001,3.683500e+002,9.323000e+001,3.676000e+002
8.345000e+001,3.783900e+002,8.416000e+001,3.770800e+002
1.264200e+002,3.790600e+002,1.266800e+002,3.789000e+002
8.727000e+001,3.799600e+002,8.730000e+001,3.794800e+002
6.422000e+001,3.859500e+002,6.410000e+001,3.854900e+002
1.298900e+002,3.870100e+002,1.298300e+002,3.862200e+002
1.103900e+002,3.903100e+002,1.105200e+002,3.898900e+002
6.987000e+001,3.907900e+002,6.987000e+001,3.904000e+002
1.448600e+002,3.909200e+002,1.451200e+002,3.898700e+002
4.387000e+001,3.983000e+002,4.331000e+001,3.977600e+002
5.206000e+001,4.021800e+002,5.192000e+001,4.014500e+002
5.206000e+001,4.021800e+002,5.192000e+001,4.014500e+002
1.152400e+002,4.023500e+002,1.156600e+002,4.020300e+002
1.152400e+002,4.023500e+002,1.156600e+002,4.020300e+002
5.649000e+001,4.306700e+002,5.632000e+001,4.300500e+002
5.649000e+001,4.306700e+002,5.632000e+001,4.300500e+002
3.350000e+000,4.320200e+002,2.980000e+000,4.312500e+002
4.480000e+000,4.447700e+002,4.740000e+000,4.441100e+002
1.180000e+001,4.514200e+002,1.168000e+001,4.506600e+002
3.429700e+002,4.694900e+002,3.444800e+002,4.684100e+002
6.038800e+002,5.070000e+000,6.038200e+002,5.010000e+000
5.473800e+002,6.829000e+001,5.470000e+002,6.763000e+001
5.302000e+002,1.295800e+002,5.307500e+002,1.296900e+002
3.879300e+002,1.450900e+002,3.876700e+002,1.449300e+002
6.068900e+002,1.506600e+002,6.073900e+002,1.507400e+002
3.986700e+002,1.545000e+002,3.988400e+002,1.542600e+002
5.243600e+002,1.555000e+002,5.249100e+002,1.554700e+002
5.243600e+002,1.555000e+002,5.249100e+002,1.554700e+002
5.276400e+002,1.679900e+002,5.282000e+002,1.679300e+002
6.106500e+002,1.827000e+002,6.114500e+002,1.826400e+002
5.254100e+002,2.003600e+002,5.258100e+002,2.003700e+002
1.210200e+002,2.810000e+002,1.215700e+002,2.802300e+002
1.210200e+002,2.810000e+002,1.215700e+002,2.802300e+002
3.364900e+002,2.833800e+002,3.362800e+002,2.829200e+002
3.589400e+002,2.887700e+002,3.591400e+002,2.883700e+002
3.831600e+002,3.133600e+002,3.835200e+002,3.136800e+002
1.442700e+002,3.183800e+002,1.432800e+002,3.186400e+002
1.756900e+002,3.276400e+002,1.753800e+002,3.271100e+002
1.809700e+002,3.314700e+002,1.811800e+002,3.314300e+002
1.745000e+002,3.362100e+002,1.742400e+002,3.355500e+002
1.745000e+002,3.362100e+002,1.742400e+002,3.355500e+002
1.669100e+002,3.403000e+002,1.666200e+002,3.399500e+002
1.956400e+002,3.408500e+002,1.953200e+002,3.402600e+002
1.956400e+002,3.408500e+002,1.953200e+002,3.402600e+002
1.816700e+002,3.414800e+002,1.815400e+002,3.410200e+002
1.318700e+002,3.437700e+002,1.318300e+002,3.433300e+002
1.738600e+002,3.457100e+002,1.739000e+002,3.451600e+002
1.892500e+002,3.455600e+002,1.889100e+002,3.450000e+002
2.020700e+002,3.452700e+002,2.016600e+002,3.446100e+002
2.020700e+002,3.452700e+002,2.016600e+002,3.446100e+002
