4.593300e+002,2.340000e+000,0,0,-1.000000e+000,-1.000000e+000
6.008300e+002,3.210000e+000,0,0,-1.000000e+000,-1.000000e+000
3.939200e+002,3.830000e+000,1,0,3.911600e+002,2.113000e+001
4.032500e+002,5.650000e+000,0,0,-1.000000e+000,-1.000000e+000
3.997400e+002,6.170000e+000,0,0,-1.000000e+000,-1.000000e+000
3.997400e+002,6.170000e+000,0,0,-1.000000e+000,-1.000000e+000
5.894600e+002,6.030000e+000,0,0,-1.000000e+000,-1.000000e+000
3.937900e+002,1.165000e+001,0,0,-1.000000e+000,-1.000000e+000
5.855700e+002,1.335000e+001,0,0,-1.000000e+000,-1.000000e+000
4.273300e+002,1.439000e+001,0,0,-1.000000e+000,-1.000000e+000
6.128100e+002,1.599000e+001,1,0,5.993600e+002,2.537000e+001
3.934800e+002,1.799000e+001,0,0,-1.000000e+000,-1.000000e+000
6.173500e+002,2.709000e+001,0,0,-1.000000e+000,-1.000000e+000
6.133000e+002,2.767000e+001,0,0,-1.000000e+000,-1.000000e+000
4.472700e+002,2.889000e+001,0,0,-1.000000e+000,-1.000000e+000
5.697800e+002,3.449000e+001,0,0,-1.000000e+000,-1.000000e+000
5.635900e+002,3.538000e+001,0,0,-1.000000e+000,-1.000000e+000
5.601700e+002,3.594000e+001,0,0,-1.000000e+000,-1.000000e+000
4.798000e+002,3.798000e+001,0,0,-1.000000e+000,-1.000000e+000
4.798000e+002,3.798000e+001,0,0,-1.000000e+000,-1.000000e+000
5.622700e+002,3.810000e+001,0,0,-1.000000e+000,-1.000000e+000
3.949300e+002,3.850000e+001,0,0,-1.000000e+000,-1.000000e+000
5.458400e+002,3.835000e+001,1,0,5.509200e+002,4.488000e+001
5.938700e+002,3.879000e+001,0,0,-1.000000e+000,-1.000000e+000
5.480500e+002,4.410000e+001,0,0,-1.000000e+000,-1.000000e+000
6.193200e+002,4.390000e+001,1,1,6.165200e+002,5.161000e+001
5.520200e+002,4.568000e+001,0,0,-1.000000e+000,-1.000000e+000
5.992500e+002,4.559000e+001,0,0,-1.000000e+000,-1.000000e+000
5.462100e+002,4.664000e+001,0,0,-1.000000e+000,-1.000000e+000
5.236300e+002,4.791000e+001,0,0,-1.000000e+000,-1.000000e+000
6.130600e+002,5.180000e+001,0,0,-1.000000e+000,-1.000000e+000
5.631500e+002,5.554000e+001,0,0,-1.000000e+000,-1.000000e+000
5.963700e+002,5.542000e+001,0,0,-1.000000e+000,-1.000000e+000
5.918500e+002,5.661000e+001,0,0,-1.000000e+000,-1.000000e+000
5.874200e+002,5.736000e+001,1,0,5.698900e+002,6.836000e+001
5.872100e+002,6.002000e+001,0,0,-1.000000e+000,-1.000000e+000
5.711900e+002,6.103000e+001,0,0,-1.000000e+000,-1.000000e+000
5.666400e+002,6.196000e+001,0,0,-1.000000e+000,-1.000000e+000
5.587500e+002,6.373000e+001,0,0,-1.000000e+000,-1.000000e+000
4.163300e+002,6.512000e+001,0,0,-1.000000e+000,-1.000000e+000
5.599100e+002,6.602000e+001,0,0,-1.000000e+000,-1.000000e+000
2.655700e+002,6.712000e+001,0,0,-1.000000e+000,-1.000000e+000
4.161400e+002,6.840000e+001,0,0,-1.000000e+000,-1.000000e+000
4.161400e+002,6.840000e+001,0,0,-1.000000e+000,-1.000000e+000
4.214000e+002,7.055000e+001,1,1,4.187100e+002,7.872000e+001
